*	542			
หมื่น	num	1	ten thousand (Thai numerals: ๑๐๐๐๐ (10000))	From Middle Chinese 萬 (MC mʉɐnᴴ, “ten thousand”). Cognate with Old Khmer hmīna, hmï̄ṇa, hmina, hmœna (“ten thousand”); Modern Khmer ម៉ឺន (məɨn), ហ្មឺន (məɨn); Lao ໝື່ນ (mư̄n); Lü ᦖᦹᧃᧈ (ṁuen¹); Shan မိုၼ်ႇ (mùèn); Vietnamese muôn.
หม่านโถว	noun	1	Alternative form of หมั่นโถว (màn-tǒow).	From Mandarin 饅頭／馒头 (mántou).
หยก	noun	1	jade.	From Middle Chinese 玉 (MC ŋɨok̚, “jade”). Cognate with Lao ຢົກ (yok), Khmer យក់ (yŭək), Javanese giok, Indonesian giok.
หยวน	noun	1	yuan (Chinese currency)	From Mandarin 元 (yuán).
หยวน	verb	2	to comply with, to accept.	From Teochew 允 (rung2).
หยำฉ่า	noun	1	(1) (slang, sarcastic) brothel; prostitution house. (2) (slang, sarcastic, derogatory) hostess; prostitute.	From Cantonese 飲茶／饮茶 (jam² caa⁴, literally “to drink tea”); originally referring to a place to drink tea or teahouse.
หรู	adj	1	luxurious; fancy; magnificent.	Compare Min Nan 豪 (hô / hô͘ / hâu) with similar reading.
หรูหรา	adj	1	splendid; fancy; luxurious.	Compare Min Nan 豪華／豪华 (hô-hôa / hâu-hôa / hô-hoa) with similar reading.
หลาย	adj	1	(1) several; numerous. (2) many.	From Proto-Tai *ʰlaːjᴬ (“many; much”), from Old Chinese 多 (OC *[t.l]ˤaj) (B-S). Cognate with Northern Thai ᩉ᩠ᩃᩣ᩠ᨿ, Lao ຫຼາຍ (lāi), Lü ᦜᦻ (l̇aay), Khün ᩉ᩠ᩃᩣ᩠ᨿ, Shan လၢႆ (lǎǎǐ), Bouyei laail, Zhuang lai, Saek หล่าย. Compare Jizhao laːi²¹.
หล่อ	adj	1	(colloquial, used of a male or tomboy) handsome, attractive, good-looking, as if being a finely cast sculpture.	From Proto-Southwestern Tai *ʰlɔːᴮ¹ (“to cast; to melt (metal)”). Compare Middle Chinese 爐 (MC luo, “stove; furnace”); Cognate with Lao ຫຼໍ່ (lǭ), Shan လေႃႇ (làù), Ahom ??? (lō).
หล่อ	verb	1	(1) to cast: to form an object by pouring metal, plaster, etc, in a fluid state into a mold and letting it harden. (2) to place or keep anything in liquid in order to maintain its condition. (3) to apply an oily substance to anything in order to diminish friction.	From Proto-Southwestern Tai *ʰlɔːᴮ¹ (“to cast; to melt (metal)”). Compare Middle Chinese 爐 (MC luo, “stove; furnace”); Cognate with Lao ຫຼໍ່ (lǭ), Shan လေႃႇ (làù), Ahom ??? (lō).
หล้า	noun	1	earth; ground; land.	Cognate with Lao ຫຼ້າ (lā). Compare Old Chinese 土 (OC *l̥ʰaːʔ, *l'aːʔ, “earth; soil”).
หวน	verb	1	(now chiefly in combination) to bring, turn, or move around, back, or back and forth: to revolve, to rotate; to return, to reappear, to recur; to recall, to recollect; etc.	From Middle Chinese 還 (MC ɦˠuan, ziuᴇn). Cognate with Northern Thai ᩉ᩠ᩅᩁ or ᩉᩫ᩠ᨶ, Lao ຫວນ (huan) or ຫົນ (hon), Shan ႁူၼ် (hǔǔn).
หวย	noun	1	(1) (historical) a form of gambling in which tickets, originally containing flower pictures, later pictures of historical figures and alphabets, are sold, and a drawing is held for prizes. (2) (slang) lottery; lottery ticket.	From Teochew 會／会 (huê6, “society; association”); clipping of 花會 (huê1 huê6, literally “flower society”), the name of a gambling house selling these tickets in the reign of King Rama III (1824–1851).
หับ	verb	1	to close; to shut.	From Proto-Tai *hapᴰ (“to close”), from Middle Chinese 闔 (MC ɦɑp̚, “to close; to shut”) or 合 (MC ɦʌp̚, “idem”). Cognate with Northern Thai ᩉᩢ᩠ᨷ, Lao ຫັບ (hap), Shan ႁပ်း (háp).
หัวใจ	noun	1	(1) (anatomy) heart. (2) (figurative) heart; mind.	From หัว (hǔua, “head; bulb; etc”) + ใจ (jai, “heart”). Cognate with Lao ຫົວໃຈ (hūa chai), Shan ႁူဝ်ၸႂ် (hǒ tsǎǔě), and Lü ᦷᦠᦺᦈ (ḣoṫsay). Compare the literal meaning of Chinese 心頭／心头.
หิ่งห้อย	noun	1	firefly.	Uncertain. Compare Shan ႁိင်ႇႁွႆႈ (hìng hāūī); Mandarin 螢火／萤火 (yínghuǒ); Lao ຫິ່ງຫ້ອຍ, ຫິ່ງຫ້ອຽ.
หี	noun	1	(1) (vulgar) vagina. (2) (LGBT) anus (of a man).	From Proto-Tai *hiːᴬ (“vagina”). Cognate with Northern Thai ᩉᩦ, Lao ຫີ (hī), Khün ᩉᩦ, Lü ᦠᦲ (ḣii), Shan ႁီ (hǐǐ), Tai Nüa ᥞᥤᥴ (hí), Aiton ꩭီ (hī), Phake ꩭီ (hī), Ahom ?? (hī), Cantonese 閪 (hai1). Compare Proto-Austronesian *bahi (“female”) or *puki (“vulva, vagina”) (Norquest, 2013).
หุง	verb	1	(1) (of any other rice than glutinous rice) to steam. (2) (of traditional medicine, medical ointment, beeswax, etc) to cook or prepare by boiling or simmering. (3) (of precious stone, jewelry, etc) to change the colour by heating.	From Proto-Tai *truŋᴬ (“to cook (rice)”), from Middle Chinese 烘 (MC ɦuŋ, huŋ, ɦuŋᴴ, huŋᴴ, “to bake; to dry (on fire)”). Cognate with Lao ຫຸງ (hung), Shan ႁုင် (hǔng), Ahom ???? (ruṅ).
ห่วย	adj	1	(colloquial, derogatory, offensive, of quality, performance, behaviour, ability, etc) poor; low; bad.	From Teochew 壞／坏 (huai6, “bad; spoiled”).
ห่วย	noun	1	(colloquial, derogatory, offensive) (ไอ้, อี~) useless or worthless person: good-for-nothing, no-good, etc.	From Teochew 壞／坏 (huai6, “bad; spoiled”).
ห่าน	noun	1	goose.	From Proto-Tai *haːnᴮ (“goose”). Cognate with Northern Thai ᩉ᩵ᩣ᩠ᨶ, Lao ຫ່ານ (hān), Lü ᦠᦱᧃᧈ (ḣaan¹), Tai Dam ꪬ꪿ꪱꪙ, Shan ႁၢၼ်ႇ (hààn), Phake ꩭꩫ် (han), Ahom ??? (han), Zhuang hanq. Compare Middle Chinese 雁 (MC ŋˠanᴴ, “wild goose”), Proto-Mon-Khmer *haan (“goose”), Proto-Khmuic *haːn (“goose”).
ห้วย	noun	1	hollow place containing water flowing from a mountain, such as a stream, brook, river, etc.	From Proto-Tai *qrwɤjꟲ (“mountain stream”). Cognate with Lao ຫ້ວຍ (wany), Lü ᦠᦽᧉ (ḣoy²), Shan ႁူၺ်ႈ (hōī), Ahom ???? (ruñ), Saek รี̂, Zuojiang Zhuang khui [Ningming] or hui [Longzhou]. Compare Middle Chinese 水 (MC ɕˠiuɪ^X).
ห้อ	verb	1	(1) (of horse) to gallop. (2) (colloquial) to rush.	Compare Teochew 飛／飞 (hui1, “to fly”) (as in 飛馳／飞驰 (“to run at high speed”)).
ห้า	noun	1	five.	From Proto-Tai *haːꟲ (“five”), from Old Chinese 五 (OC *ŋaːʔ, “five”). Cognate with Northern Thai ᩉ᩶ᩣ, Lao ຫ້າ (hā), Lü ᦠᦱᧉ (ḣaa²), Tai Dam ꪬ꫁ꪱ, Shan ႁႃႈ (hāā), Tai Nüa ᥞᥣᥲ (hàa), Ahom ?? (hā), Bouyei hac, Zhuang haj.
ห้า	num	1	5 (Thai numeral: ๕ (5))	From Proto-Tai *haːꟲ (“five”), from Old Chinese 五 (OC *ŋaːʔ, “five”). Cognate with Northern Thai ᩉ᩶ᩣ, Lao ຫ້າ (hā), Lü ᦠᦱᧉ (ḣaa²), Tai Dam ꪬ꫁ꪱ, Shan ႁႃႈ (hāā), Tai Nüa ᥞᥣᥲ (hàa), Ahom ?? (hā), Bouyei hac, Zhuang haj.
ห้าง	noun	2	business house; place of business; shop.	From Teochew 行 (hang5). Cognate with Vietnamese hàng.
อก	noun	1	(1) chest; breast. (2) heart; feelings.	From Proto-Tai *ʔɤkᴰ (“chest”), from Old Chinese 臆 (OC *qɯɡ). Cognate with Northern Thai ᩋᩫ᩠ᨠ, Isan เอิก, Lao ອົກ (ʼok) or ເອິກ (ʼœk), Shan ဢိုၵ်း (ʼúék), Ahom ???? (ʼuk, “breast”), Zhuang aek. Compare Proto-Be *ʔukᴰ¹.
อยาก	verb	1	(1) to want; to desire. (2) (auxiliary) to want to; to wish to. (3) to be hungry; to be thirsty.	From Proto-Tai *ˀjɯǝkᴰ (“hungry”). Cognate with Northern Thai ᩀᩣ᩠ᨠ, Lao ຢາກ (yāk), Lü ᦊᦱᧅ (ẏaak), Shan ယၢၵ်ႇ (yààk). Compare Sui qyaags (“hungry”) and Middle Chinese 欲 (MC jɨok̚, “to want”).

อย่าง	adj	1	(1) like. (2) as.	From Old Chinese 樣 (OC *laŋs). Cognate with Northern Thai ᩀ᩵ᩣ᩠ᨦ, Lao ຢ່າງ (yāng), Lü ᦊᦱᧂᧈ (ẏaang¹). Doublet of เยี่ยง (yîiang, “like, as if; example, model”).
อย่าง	clas	1	Classifier for kinds, varieties, patterns, types, sorts.	From Old Chinese 樣 (OC *laŋs). Cognate with Northern Thai ᩀ᩵ᩣ᩠ᨦ, Lao ຢ່າງ (yāng), Lü ᦊᦱᧂᧈ (ẏaang¹). Doublet of เยี่ยง (yîiang, “like, as if; example, model”).
อย่าง	noun	1	(1) variety. (2) style; pattern. (3) kind; sort; type. (4) mode. (5) manner; method.	From Old Chinese 樣 (OC *laŋs). Cognate with Northern Thai ᩀ᩵ᩣ᩠ᨦ, Lao ຢ່າງ (yāng), Lü ᦊᦱᧂᧈ (ẏaang¹). Doublet of เยี่ยง (yîiang, “like, as if; example, model”).
อย่าง	pref	1	(1) -ly (creating an adverb from an adjective). (2) way (in the following way).	From Old Chinese 樣 (OC *laŋs). Cognate with Northern Thai ᩀ᩵ᩣ᩠ᨦ, Lao ຢ່າງ (yāng), Lü ᦊᦱᧂᧈ (ẏaang¹). Doublet of เยี่ยง (yîiang, “like, as if; example, model”).
ออส่วน	noun	1	oyster omelette.	From Teochew 蠔爽／蚝爽 (o5 suang2, “oysters in starch”).
อะ	part	3	(childish) used at the end of an expression for emphasis.	Compare Chinese 啊, Malay lah.
อับปาง	verb	1	(1) (of a seagoing vessel only) to capsize; to overturn; to sink. (2) (figurative) to fall; to fail; to collapse; to come to ruin.	Suggested by Phraya Anuman Ratchathon (Yong Sathiankoset) to be from Cantonese 合 (hap6, “to close; to shut”) + 崩 (bang1, “to collapse; to fall into ruins”).
อับเฉา	noun	2	ballast (of a ship).	Semi-learned borrowing from Cantonese 壓載／压载 (aat3 zoi3).
อั่งเปา	noun	1	monetary gift which is given during holidays or special occasions, such as the Chinese New Year.	Borrowed from Min Nan 紅包／红包 (âng-pau, “red envelope”).
อั้งม้อ	noun	1	(derogatory) ang moh.	Borrowed from Min Nan 紅毛／红毛 (ang5 mo5, literally “red hair”).
อั้งยี่	noun	1	(law) secret society.	From Teochew 紅字／红字 (ang5 ri7, literally “scarlet letter”); after a Chinese secret society in Siam during the reign of Chulalongkorn (1868–1910).<br>Compare Lao ອັງຢີ້ (ʼang yī).
อั๊ว	pron	1	(colloquial, sometimes considered vulgar, used amongst Chinese people) a first person pronoun used when addressing a person of equal or lower status: I.	From Teochew 我 (ua2) or Hokkien 我 (óa).
อากู๋	noun	1	(colloquial) maternal uncle.	Borrowed from Min Nan 阿舅 (a-kū, “maternal uncle”).
อากู๋	name	2	(Internet slang and humorous) Google.	Mocking the term อากู๋ (aa-gǔu, “maternal uncle”), with the first syllable, aa, from Chinese 阿 (a, “a term of familiarity prefixed to a person's name”), and the second syllable, gǔu, being a playful imitation of the first syllable of English Google.
อาน	noun	1	saddle.	From Proto-Tai *ʔaːnᴬ (“saddle”), from Middle Chinese 鞍 (“saddle”). Cognate with Lao ອານ (ʼān), Shan ဢၢၼ် (ʼǎǎn), Ahom ??? (ʼan).
อิ่ม	adj	1	(1) full: filled to utmost capacity. (2) full: physically satisfied, as by food or drink. (3) cheerful; content. (4) plump: somewhat fleshy.	From Proto-Tai *ʔiːmᴮ (“satiated”). Cognate with Lao ອິ່ມ (ʼim) or ອີ່ມ (ʼīm), Northern Thai ᩋᩥ᩠᩵ᨾ, Khün ᩋᩥ᩠᩵ᨾ, Lü ᦀᦲᧄᧈ (˙ʼiim¹), Shan ဢိမ် (ʼǐm), Ahom ???? (ʼim), Zhuang imq. Compare Middle Chinese 厭 (MC ʔiᴇmᴴ, “to be sated”).
อิ่ม	adv	1	to the full; fully.	From Proto-Tai *ʔiːmᴮ (“satiated”). Cognate with Lao ອິ່ມ (ʼim) or ອີ່ມ (ʼīm), Northern Thai ᩋᩥ᩠᩵ᨾ, Khün ᩋᩥ᩠᩵ᨾ, Lü ᦀᦲᧄᧈ (˙ʼiim¹), Shan ဢိမ် (ʼǐm), Ahom ???? (ʼim), Zhuang imq. Compare Middle Chinese 厭 (MC ʔiᴇmᴴ, “to be sated”).
อิ่ม	verb	1	(1) to cause to be full; to make full; to fill to utmost capacity. (2) to contain to the full; to be filled (with something) to utmost capacity. (3) to make cheerful; to make content.	From Proto-Tai *ʔiːmᴮ (“satiated”). Cognate with Lao ອິ່ມ (ʼim) or ອີ່ມ (ʼīm), Northern Thai ᩋᩥ᩠᩵ᨾ, Khün ᩋᩥ᩠᩵ᨾ, Lü ᦀᦲᧄᧈ (˙ʼiim¹), Shan ဢိမ် (ʼǐm), Ahom ???? (ʼim), Zhuang imq. Compare Middle Chinese 厭 (MC ʔiᴇmᴴ, “to be sated”).
อีก	adj	1	(1) more; additional; further. (2) other; different.	From Middle Chinese 益 (MC ʔiᴇk̚); Cognate with Lao ອີກ (ʼīk), Lü ᦀᦲᧅᧈ (˙ʼiik¹), Shan ဢိၵ်ႇ (ʼìk), and Ahom ???? (ʼik).
อีก	adv	1	(1) more; additionally; further. (2) any more; any longer. (3) again.	From Middle Chinese 益 (MC ʔiᴇk̚); Cognate with Lao ອີກ (ʼīk), Lü ᦀᦲᧅᧈ (˙ʼiik¹), Shan ဢိၵ်ႇ (ʼìk), and Ahom ???? (ʼik).
อุ่น	adj	1	warm.	From Proto-Tai *ʔunᴮ (“warm”), from Middle Chinese 溫 (MC ʔuən, “lukewarm”). Cognate with Lao ອຸ່ນ (ʼun), Lü ᦀᦳᧃᧈ (˙ʼun¹), Tai Dam ꪮꪴ꪿ꪙ, Shan ဢုၼ်ႇ (ʼùn), Ahom ???? (ʼun).
อุ่น	verb	1	(1) to warm (meals). (2) to reheat.	From Proto-Tai *ʔunᴮ (“warm”), from Middle Chinese 溫 (MC ʔuən, “lukewarm”). Cognate with Lao ອຸ່ນ (ʼun), Lü ᦀᦳᧃᧈ (˙ʼun¹), Tai Dam ꪮꪴ꪿ꪙ, Shan ဢုၼ်ႇ (ʼùn), Ahom ???? (ʼun).
อ่าง	noun	1	basin; bowl; tub; sink.	From Proto-Southwestern Tai *ʔaːŋᴮ¹ (“basin”), from Proto-Tai *ʔaːŋᴮ (“basin”), from Middle Chinese 盎 (MC ʔɑŋ^X, ʔɑŋᴴ, “an earthen vessel with a big belly and a small mouth”). Cognate with Northern Thai ᩋ᩵ᩣ᩠ᨦ, Lao ອ່າງ (ʼāng), Tai Dam ꪮ꪿ꪱꪉ, Shan ဢၢင်ႇ (ʼààng), Tai Nüa ᥟᥣᥒᥱ (ʼǎang), Ahom ??? (ʼaṅ), Tày áng.
ฮวงซุ้ย	noun	1	(a Chinese) cemetery, graveyard; mausoleum	From Teochew 風水／风水 (huang1 zui2).
ฮวน	noun	1	alien, foreigner; (particularly) a person who isn't Chinese	From Teochew 番 (huang1, “foreign”).
ฮะเก๋า	noun	1	har gow.	From Cantonese 蝦餃／虾饺 (haa1 gaau2).
ฮั่นจื้อ	noun	1	hanzi, Chinese character.	From Mandarin 漢字／汉字 (hànzì).
ฮั้ว	noun	1	(1) (law and colloquial) collusion: agreement between two or more parties to limit open or fair competition. (2) (colloquial) conspiracy.	Borrowed from Teochew 和 (hua5/huê5, “harmony; union”).
ฮั้ว	verb	1	(1) (law and colloquial) to collude: to adopt or take part in such an agreement. (2) (colloquial) to conspire.	Borrowed from Teochew 和 (hua5/huê5, “harmony; union”).
ฮากกา	name	1	(1) Hakka people. (2) Hakka language.	From Hakka 客家 (hak-kâ).
ฮ่องกง	name	1	Hong Kong (a city, an island and special administrative region in southeastern China)	From Cantonese 香港 (hoeng1 gong2).
ฮ่องกงฟุต	noun	1	(colloquial) athlete's foot	From Singapore/Hong Kong English Hong Kong foot, a calque of Chinese 香港腳／香港脚 (xiānggǎngjiǎo). Same as ฮ่องกง (hɔ̂ng-gong) + ฟุต (fút).
เกรง	verb	1	to fear; to worry.	From Old Khmer ក្រេង (kreṅa), ក្រេង៑ (kreṅ, “to be fearful, afraid, frightened; to be timid, timorous; etc”). Compare Old Chinese 驚 (OC *kreŋ). Cognate with Modern Khmer ក្រែង (kraeng), Lao ເກງ (kēng).
เกล็ด	noun	1	scale (of fish).	From Proto-Southwestern Tai *kletᴰ, from Proto-Tai *klecꟲ, from Old Chinese 介 (OC *kreːds, “shell; to wear armour”). Cognate with Northern Thai ᨠᩖᩮᩢᨯ, Lao ເກັດ (ket), Tai Nüa ᥐᥥᥖᥱ (kět), Lü ᦵᦂᧆ (k̇ed), Shan ၵဵတ်း (káét).
เกล้า	noun	1	(elegant) head.	From Proto-Tai *krawꟲ (“head”). Compare Proto-Austronesian *qulu (“head”), Chinese 首. Cognate with Lao ເກົ້າ (kao).
เกาลัด	noun	1	(ลูก~) chestnut.	From Teochew 侯栗 (kău-la̍t, “chestnut”).
เกาหลี	name	1	(1) Korea (two countries in East Asia, North Korea and South Korea) (2) Korean	From Mandarin 高麗／高丽 (Gāolí, “Goryeo”). Cognate with Lao ເກົາຫຼີ (kao lī) or Lao ເກົາຫລີ (kao lī).
เกาเหลา	noun	1	(1) Chinese style clear soup, as pig's organ soup. (2) noodle soup without noodles.	From Teochew or Hokkien 高樓／高楼 (gāolóu, literally “tall building”).
เกาเหลา	verb	1	(slang, humorous) to have a grudge (with someone); to be at variance (with someone).	From Teochew or Hokkien 高樓／高楼 (gāolóu, literally “tall building”).
เกี้ยมอี๋	noun	1	thick and short rice noodles.	From Teochew 尖 (ziam1, “sharp”) + 丸 (in5, “small round object”), shortened from 尖米丸 (ziam1 bhi2 in5).
เกี้ยว	noun	3	Chinese litter; Chinese palanquin.	From Min Nan 轎／轿 (kiāu, “palanquin”).
เกี๊ยะ	noun	1	geta.	From Teochew 屐 (giah8).
เก่ง	adj	1	skilled; skilful; good at something.	Cognate with Lao ເກັ່ງ (keng), Lü ᦶᦂᧂ (k̇aeng). Compare Middle Chinese 勁 (MC kiᴇŋᴴ).
เก่า	adj	1	(1) (of non-living things) old (having existed for a long time). (2) old; former; previous (of an earlier time).	From Proto-Tai *kawᴮ (“old (of non-living things)”), from Middle Chinese 故 (MC kuoᴴ, “old”). Cognate with Lao ເກົ່າ (kao), Tai Nüa ᥐᥝᥱ (kǎw), Lü ᦂᧁᧈ (k̇aw¹), Tai Dam ꪹꪀ꪿ꪱ, Shan ၵဝ်ႇ (kàò), Ahom ?? (kaw), Zhuang gaeuq.
เก้า	noun	1	nine.	From Proto-Tai *kɤwꟲ (“nine”), from Middle Chinese 九 (MC kɨu^X, “nine”), from Old Chinese 九 (OC *kuʔ), from Proto-Sino-Tibetan *d/s-kəw. Cognate with Northern Thai ᨠᩮᩢ᩶ᩣ, Lao ເກົ້າ (kao), Lü ᦂᧁᧉ (k̇aw²), Tai Dam ꪹꪀ꫁ꪱ, Shan ၵဝ်ႈ (kāō), Tai Nüa ᥐᥝᥲ (kàw), Ahom ?? (kaw), Bouyei guz, Zhuang gouj, Saek กู̂.
เก้า	num	1	9 (Thai numeral: ๙ (9))	From Proto-Tai *kɤwꟲ (“nine”), from Middle Chinese 九 (MC kɨu^X, “nine”), from Old Chinese 九 (OC *kuʔ), from Proto-Sino-Tibetan *d/s-kəw. Cognate with Northern Thai ᨠᩮᩢ᩶ᩣ, Lao ເກົ້າ (kao), Lü ᦂᧁᧉ (k̇aw²), Tai Dam ꪹꪀ꫁ꪱ, Shan ၵဝ်ႈ (kāō), Tai Nüa ᥐᥝᥲ (kàw), Ahom ?? (kaw), Bouyei guz, Zhuang gouj, Saek กู̂.
เก้าอี้	noun	1	(1) chair. (2) (figurative) authority; office.	From Teochew 交椅 (gao1 in2). Cognate with Lao ເກົ້າອີ້ (kao ʼī), Khmer កៅអី (kawʼəy).
เก๊	adj	1	(1) fake; counterfeit. (2) useless; unusable.	From Teochew 假 (gê2). Cognate with Lao ເກ້ (kē).
เก๊ก	verb	1	to put on airs; to be pretentious.	From Hokkien/Teochew 革 (gêg4).
เก๊กซิม	verb	1	to be mentally disturbed; to be troubled; to be unhappy.	Borrowed from Min Nan 激心 (kek-sim/gêg4 sim1), from 激 (“to arouse; to incite; to stimulate”) + 心 (“heart; mind”).
เก๊กฮวย	noun	1	(1) the plant, Chrysanthemum indicum Linn., formally known in Thai as เบญจมาศสวน (benchamat suan), of the genus Chrysanthemum and the family Compositae. (2) the plant, Chrysanthemum morifolium Ramat., formally known in Thai as เบญจมาศหนู (benchamat nu), of the genus Chrysanthemum and the family Compositae. (3) any of various plants of the genus Chrysanthemum, collectively known in Thai as เบญจมาศ (benchamat). (4) beverage made of these dried flowers boiled in water and added sugar, served cool.	Borrowed from Teochew 菊花 (gêg4 huê1, “chrysanthemum flower”).
เก๋ง	noun	1	(1) Chinese style pavilion. (2) canopy (especially of a vehicle).	From Teochew 宮／宫 (gêng1, “palace”).
เก๋า	noun	1	(ปลา~) (zoology) serranid, any fish of the family Serranidae.	From Teochew 猴 (gao5) in 猴魚／猴鱼 (gao5 he5, literally “monkey fish”).
เขา	noun	2	hill; mountain.	Compare Middle Chinese 丘 (MC kʰɨu, “mountain”). Cognate with Northern Thai ᨡᩮᩢᩣ, Lao ເຂົາ (khao), Lü ᦃᧁ (ẋaw), Ahom ?? (khaw).
เข็ม	noun	1	(1) needle. (classifier: เล่ม) (2) (medicine) stitch. (3) similar object (in terms of appearance, usage, etc), as syringe, clock hand, foundation pile, etc. (4) anything containing such object, as pin, brooch, etc. (5) (botany) ixora. (6) (zoology) the fish Dermogenys pusillus van Hasselt of the family Hemiramphidae.	From Proto-Tai *qemᴬ (“needle”), from Old Chinese 針 (OC *t.[k]əm). Cognate with Lao ເຂັມ (khem), Lü ᦃᦲᧄ (ẋiim), Tai Dam ꪹꪄꪸꪣ, Shan ၶဵမ် (khǎěm), Tai Nüa ᥑᥥᥛᥴ (xém) or ᥔᥥᥛᥴ (sém), Ahom ???? (khim), Zhuang cim or caemz, Nong Zhuang chaem. Compare Vietnamese kim.
เครา	noun	1	beard.	From Middle Chinese 毫 (MC ɦɑu).
เคาะ	verb	1	to knock; to rap; to knuckle	Compare Old Chinese 叩 (OC *kʰoːʔ). Cognate with Lao ເຄາະ (khǫ) or ໂຄະ (kho).
เค็ม	adj	1	(1) salty; salted. (2) (slang) stingy; miserly; penurious; niggardly.	From Old Chinese 鹹 (OC *ɡrɯːm, “salty”) or 鹽 (OC *ɡ·lam, *ɡ·lams, “salt, salty”). Cognate with Lao ເຄັມ (khem), Shan ၸဵမ်း (tsáém), Saek แค๊ม.
เงิน	noun	1	(1) silver (metal). (2) (สี~) silver (color). (3) money.	From Proto-Southwestern Tai *ŋɯənᴬ⁴ (“silver”), from Old Chinese 銀 (OC *ŋrɯn), from Proto-Sino-Tibetan *ŋul ~ (d-)ŋur. Cognate with Lao ເງິນ (ngœn), Northern Thai ᨦᩮᩥ᩠ᨶ, Lü ᦇᦹᧃ (nguen), Tai Dam ꪹꪉꪷꪙ, Shan ငိုၼ်း (ngúén), Tai Nüa ᥒᥫᥢᥰ (ngöen), Phake ငိုꩫ် (ṅün), Ahom ????? (ṅün), Bouyei nganz, Zhuang ngaenz, Saek แญ๊น.
เงี่ยน	verb	1	(impolite, vulgar) to crave; to lust; to want greatly	From Teochew 癮／瘾 (ngiêng3 / ngiang3).
เงี้ยว	noun	2	(dated, offensive) Shan people, a person of Shan descent.	Cognate with Northern Thai ᨦ᩠ᨿ᩶ᩅ, Lao ງ້ຽວ (ngiāu) or ແງ້ວ (ngǣu), Lü ᦇᦲᧁᧉ (ngiiw²). Compare Old Chinese 堯 (OC *ŋeːw).
เงือก	noun	1	(1) (archaic) crocodile. (2) (archaic) snake. (3) (archaic, mythology, literature) nāga; dragon; serpent. (4) (archaic, mythology, literature) malevolent creature having a snake- or crocodile-like appearance and associated with water. (5) merperson. (6) (sports slang) swimmer. (7) (slang) dugong. (8) (zoology) (นก~) any of various birds of the family Bucerotidae.	From Proto-Tai *ŋɯəkᴰ (“crocodile”); Cognate with Lao ເງືອກ (ngư̄ak), Tai Dam ꪹꪉꪀ, Shan ငိူၵ်ႈ (ngōēk), Tai Nüa ᥒᥫᥐ (ngoek), Ahom ????? (ṅük), Nong Zhuang ngowg, Zuojiang Zhuang ngweg. According to Pittayaporn (2009-2010:16) from Middle Chinese 鱷 (MC ŋɑk̚, “crocodile”). Vovin (2021:113) contends that the loan direction is from Tai to Later Han Chinese.
เง่หมึง	noun	1	yamen.	From Min Nan 衙門／衙门 (gê-mn̂g).
เจ	noun	1	vegetarianism with some prohibited vegetables as Chinese culture.	From Teochew 齋／斋 (zê1, “vegetarian diet”).
เจียว	noun	1	(now rare) curry; soup.	Suggested by some scholars to be from Teochew 焦 (ziao1).
เจียว	verb	1	(1) (cooking, of fat) to render. (2) (cooking) to fry in fat or oil.	Suggested by some scholars to be from Teochew 焦 (ziao1).
เจี๊ยว	noun	2	(1) (colloquial) (boy's) penis. (2) (colloquial) mahjong.	From Teochew 鳥／鸟 (ziao2/ziou2, “bird”).
เจี๊ยะ	verb	1	(1) (colloquial) to eat. (2) (colloquial) to win in some kinds of gambling.	Borrowed from Teochew 食 (ziah8).
เจ็ด	noun	1	seven.	From Proto-Tai *cetᴰ (“seven”), from Middle Chinese 七 (MC t͡sʰiɪt̚, “seven”). Cognate with Lao ເຈັດ (chet), Lü ᦵᦈᧆ (ṫsed), Tai Dam ꪹꪊꪸꪒ, Shan ၸဵတ်း (tsáét), Tai Nüa ᥓᥥᥖᥱ (tsět), Ahom ???? (chit), Bouyei xadt, Zhuang caet, Nong Zhuang jiat.
เจ็ด	num	1	7 (Thai numeral: ๗ (7))	From Proto-Tai *cetᴰ (“seven”), from Middle Chinese 七 (MC t͡sʰiɪt̚, “seven”). Cognate with Lao ເຈັດ (chet), Lü ᦵᦈᧆ (ṫsed), Tai Dam ꪹꪊꪸꪒ, Shan ၸဵတ်း (tsáét), Tai Nüa ᥓᥥᥖᥱ (tsět), Ahom ???? (chit), Bouyei xadt, Zhuang caet, Nong Zhuang jiat.
เจ้า	clas	1	(informal) Classifier for service providers and service receivers.	From Middle Chinese 主 (MC t͡ɕɨo^X, “master; owner”). Cognate with Lao ເຈົ້າ (chao); Lü ᦈᧁᧉ (ṫsaw²); Tai Dam ꪹꪊ꫁ꪱ; Shan ၸဝ်ႈ (tsāō); Ahom ??? (chaw), ??? (chow). Compare Old Khmer cau, cauva, co, cova, cco, ccova, ccau, cū (“chief; head”); Modern Khmer ចៅ (caw, “boss, chief, head; king; etc”).
